SessionID,UserID,session_time,page_views,cart_items,purchase,DeviceType,Country,ReferralSource,engagement_score,time_per_page,cart_flag
session_2009,user_1235,109,1,0,0,Tablet,Australia,Social Media,110,109.0,0
session_2011,user_2231,145,2,0,0,Mobile,India,Social Media,147,72.5,0
session_2012,user_1302,236,2,3,0,Tablet,UK,Direct,238,118.0,1
session_2013,user_2103,181,2,1,0,Desktop,Australia,Social Media,183,90.5,1
session_2014,user_2272,273,2,3,0,Mobile,France,Social Media,275,136.5,1
session_2015,user_1257,122,2,5,0,Mobile,France,Direct,124,61.0,1
session_2016,user_1659,70,1,0,0,Tablet,Germany,Google,71,70.0,0
session_2017,user_1411,161,2,0,0,Tablet,India,Google,163,80.5,0
session_2019,user_2413,100,1,0,0,Desktop,UK,Google,101,100.0,0
session_2020,user_2527,122,1,0,0,Mobile,Germany,Direct,123,122.0,0
session_2021,user_1448,180,1,0,0,Mobile,Canada,Email,181,180.0,0
session_2022,user_1184,186,2,0,0,Tablet,India,Email,188,93.0,0
session_2023,user_1918,39,1,0,0,Tablet,India,Email,40,39.0,0
session_2024,user_2122,110,2,2,0,Desktop,Germany,Email,112,55.0,1
session_2025,user_2222,200,2,1,0,Desktop,Germany,Email,202,100.0,1
session_2026,user_1387,87,2,0,0,Tablet,UK,Direct,89,43.5,0
session_2027,user_2274,167,2,3,0,Tablet,India,Direct,169,83.5,1
session_2028,user_2355,414,3,2,0,Tablet,Canada,Social Media,417,138.0,1
session_2029,user_1031,146,1,0,0,Tablet,Australia,Email,147,146.0,0
session_203,user_1787,255,3,4,0,Mobile,Canada,Social Media,258,85.0,1
session_2030,user_2902,146,2,2,0,Tablet,India,Email,148,73.0,1
session_2031,user_2502,108,2,5,0,Desktop,Canada,Direct,110,54.0,1
session_2032,user_1084,31,1,0,0,Desktop,Germany,Social Media,32,31.0,0
session_2033,user_1105,60,1,0,0,Tablet,Canada,Direct,61,60.0,0
session_2035,user_1687,188,2,4,0,Desktop,India,Social Media,190,94.0,1
session_2036,user_2987,88,1,0,0,Mobile,Canada,Google,89,88.0,0
session_2037,user_1319,115,1,0,0,Desktop,Australia,Direct,116,115.0,0
session_2038,user_1204,210,2,1,0,Tablet,France,Social Media,212,105.0,1
session_2039,user_2487,305,3,5,0,Mobile,USA,Email,308,101.66666666666667,1
session_2040,user_2711,319,2,4,0,Tablet,Germany,Direct,321,159.5,1
session_2043,user_2561,219,2,0,0,Tablet,UK,Direct,221,109.5,0
session_2044,user_2533,245,2,2,0,Desktop,France,Direct,247,122.5,1
session_2045,user_2753,205,2,0,0,Tablet,Canada,Direct,207,102.5,0
session_2046,user_1487,130,1,0,0,Tablet,Canada,Email,131,130.0,0
session_2047,user_1400,238,3,1,0,Mobile,USA,Social Media,241,79.33333333333333,1
session_2048,user_2545,68,1,0,0,Mobile,France,Direct,69,68.0,0
session_2049,user_1183,290,2,2,0,Mobile,France,Direct,292,145.0,1
session_2050,user_2846,228,3,0,0,Mobile,Australia,Direct,231,76.0,0
session_2051,user_1016,48,1,0,0,Mobile,Australia,Direct,49,48.0,0
session_2052,user_1398,256,2,0,0,Tablet,Germany,Email,258,128.0,0
session_2054,user_2816,150,2,0,0,Tablet,India,Google,152,75.0,0
session_2055,user_1089,86,1,0,0,Desktop,USA,Google,87,86.0,0
session_2056,user_1361,87,1,0,0,Tablet,Australia,Direct,88,87.0,0
session_2057,user_1602,230,2,2,0,Desktop,USA,Google,232,115.0,1
session_2058,user_1757,212,2,4,0,Tablet,Australia,Direct,214,106.0,1
session_2059,user_2373,112,1,0,0,Desktop,Germany,Direct,113,112.0,0
session_206,user_2902,329,3,1,0,Mobile,Canada,Email,332,109.66666666666667,1
session_2060,user_1723,84,2,4,0,Desktop,USA,Email,86,42.0,1
session_2061,user_2747,250,2,0,0,Desktop,India,Google,252,125.0,0
session_2062,user_2053,91,2,5,0,Mobile,India,Google,93,45.5,1
session_2065,user_2867,97,1,0,0,Desktop,UK,Social Media,98,97.0,0
session_2066,user_1310,37,1,0,0,Tablet,Canada,Google,38,37.0,0
session_2069,user_2781,19,1,0,0,Desktop,Australia,Google,20,19.0,0
session_207,user_2678,334,2,3,0,Tablet,India,Google,336,167.0,1
session_2071,user_1781,124,1,0,0,Desktop,France,Direct,125,124.0,0
session_2072,user_1016,119,2,0,0,Tablet,France,Direct,121,59.5,0
session_2073,user_1512,287,2,4,0,Mobile,Germany,Google,289,143.5,1
session_2074,user_1716,85,1,0,0,Tablet,Canada,Direct,86,85.0,0
session_2075,user_2031,235,2,4,0,Tablet,USA,Direct,237,117.5,1
session_2076,user_2912,194,2,0,0,Mobile,Germany,Social Media,196,97.0,0
session_2077,user_1396,43,2,0,0,Tablet,Canada,Social Media,45,21.5,0
session_2078,user_2408,87,2,0,0,Tablet,France,Email,89,43.5,0
session_2079,user_2898,181,2,0,0,Desktop,France,Email,183,90.5,0
session_208,user_2344,279,2,5,0,Tablet,UK,Social Media,281,139.5,1
session_2080,user_1128,245,2,1,0,Tablet,Germany,Social Media,247,122.5,1
session_2081,user_1708,254,2,4,0,Mobile,Australia,Social Media,256,127.0,1
session_2082,user_1046,203,2,3,0,Mobile,UK,Social Media,205,101.5,1
session_2083,user_1475,82,1,0,0,Mobile,Australia,Direct,83,82.0,0
session_2085,user_1282,208,2,0,0,Tablet,India,Social Media,210,104.0,0
session_2086,user_2477,194,2,0,0,Tablet,France,Email,196,97.0,0
session_2087,user_1751,149,2,4,0,Tablet,Canada,Social Media,151,74.5,1
session_2088,user_2176,277,2,0,0,Desktop,Canada,Social Media,279,138.5,0
session_2089,user_1261,273,2,1,0,Tablet,France,Social Media,275,136.5,1
session_2090,user_1642,253,2,1,0,Mobile,USA,Email,255,126.5,1
session_2091,user_2809,224,2,0,0,Desktop,India,Direct,226,112.0,0
session_2092,user_2192,112,1,0,0,Mobile,Canada,Google,113,112.0,0
session_2093,user_1970,248,2,5,0,Desktop,Canada,Social Media,250,124.0,1
session_2094,user_1520,181,2,4,0,Tablet,Australia,Social Media,183,90.5,1
session_2095,user_2732,50,1,0,0,Tablet,UK,Direct,51,50.0,0
session_2096,user_2341,366,3,5,0,Desktop,Germany,Email,369,122.0,1
session_2097,user_2837,153,1,0,0,Mobile,India,Direct,154,153.0,0
session_2098,user_2498,252,2,5,0,Desktop,Canada,Email,254,126.0,1
session_2099,user_2105,21,1,0,0,Mobile,Australia,Google,22,21.0,0
session_21,user_2035,107,2,5,0,Tablet,Australia,Google,109,53.5,1
session_2100,user_2460,224,3,4,0,Tablet,Canada,Email,227,74.66666666666667,1
session_2102,user_1288,250,2,4,0,Desktop,Australia,Google,252,125.0,1
session_2103,user_1139,247,2,0,0,Tablet,Germany,Social Media,249,123.5,0
session_2104,user_1884,241,2,2,0,Tablet,USA,Direct,243,120.5,1
session_2105,user_2929,154,2,4,0,Mobile,Germany,Google,156,77.0,1
session_2106,user_1512,300,2,2,0,Tablet,India,Direct,302,150.0,1
session_2107,user_1539,255,2,3,0,Desktop,USA,Social Media,257,127.5,1
session_2109,user_2465,112,1,0,0,Mobile,UK,Google,113,112.0,0
session_211,user_1179,218,2,0,0,Mobile,India,Direct,220,109.0,0
session_2110,user_2045,287,2,5,0,Desktop,Australia,Email,289,143.5,1
session_2111,user_1068,51,1,0,0,Desktop,UK,Social Media,52,51.0,0
session_2112,user_1945,251,2,5,0,Tablet,Germany,Direct,253,125.5,1
session_2113,user_1429,145,1,0,0,Mobile,France,Social Media,146,145.0,0
session_2114,user_1924,141,2,5,0,Tablet,Canada,Direct,143,70.5,1
session_2115,user_2022,235,2,1,0,Mobile,USA,Google,237,117.5,1
session_2117,user_2604,219,2,5,0,Tablet,UK,Direct,221,109.5,1
session_212,user_2008,503,4,3,0,Desktop,UK,Social Media,507,125.75,1
session_2120,user_1171,41,1,0,0,Mobile,Australia,Direct,42,41.0,0
session_2124,user_2886,61,1,0,0,Mobile,India,Direct,62,61.0,0
session_2125,user_1909,150,3,3,0,Desktop,UK,Email,153,50.0,1
session_2126,user_2933,44,1,0,0,Tablet,UK,Google,45,44.0,0
session_2127,user_2275,36,1,0,0,Desktop,USA,Email,37,36.0,0
session_2128,user_2558,291,2,0,0,Desktop,Australia,Social Media,293,145.5,0
session_2129,user_1748,243,2,0,0,Desktop,Germany,Direct,245,121.5,0
session_213,user_2980,319,2,0,0,Mobile,India,Social Media,321,159.5,0
session_2130,user_1050,235,2,0,0,Desktop,Germany,Direct,237,117.5,0
session_2132,user_1264,162,2,0,0,Mobile,Canada,Google,164,81.0,0
session_2133,user_1677,73,2,4,0,Mobile,Australia,Direct,75,36.5,1
session_2134,user_1999,250,2,0,0,Tablet,Germany,Direct,252,125.0,0
session_2135,user_2599,311,2,4,0,Mobile,India,Social Media,313,155.5,1
session_2136,user_1796,137,1,0,0,Tablet,France,Google,138,137.0,0
session_2137,user_2721,134,2,2,0,Tablet,UK,Social Media,136,67.0,1
session_2138,user_1026,162,2,0,0,Desktop,France,Direct,164,81.0,0
session_214,user_2257,102,1,0,0,Mobile,UK,Email,103,102.0,0
session_2141,user_1511,215,2,0,0,Desktop,USA,Email,217,107.5,0
session_2142,user_1260,327,2,0,0,Desktop,Australia,Google,329,163.5,0
session_2144,user_1361,177,2,0,0,Desktop,Germany,Direct,179,88.5,0
session_2145,user_1089,115,2,2,0,Mobile,UK,Google,117,57.5,1
session_2146,user_2700,46,1,0,0,Desktop,Australia,Social Media,47,46.0,0
session_2147,user_1552,56,1,0,0,Tablet,Germany,Social Media,57,56.0,0
session_2148,user_2228,185,2,1,0,Desktop,India,Google,187,92.5,1
session_2149,user_1700,356,3,3,0,Mobile,USA,Direct,359,118.66666666666667,1
session_215,user_2787,189,3,4,0,Tablet,Canada,Google,192,63.0,1
session_2150,user_2684,306,3,1,0,Desktop,Canada,Social Media,309,102.0,1
session_2151,user_2718,133,2,5,0,Mobile,Germany,Direct,135,66.5,1
session_2152,user_2388,112,1,0,0,Mobile,Germany,Direct,113,112.0,0
session_2154,user_1269,531,4,5,0,Desktop,France,Email,535,132.75,1
session_2155,user_2614,277,2,2,0,Mobile,Germany,Email,279,138.5,1
session_2156,user_2804,114,2,1,0,Mobile,Australia,Direct,116,57.0,1
session_2157,user_1955,140,2,2,0,Tablet,France,Social Media,142,70.0,1
session_2158,user_2785,301,2,1,0,Mobile,India,Google,303,150.5,1
session_2159,user_1089,82,2,3,0,Mobile,UK,Direct,84,41.0,1
session_2160,user_1342,99,1,0,0,Desktop,Germany,Direct,100,99.0,0
session_2161,user_2302,168,1,0,0,Desktop,Australia,Direct,169,168.0,0
session_2163,user_1046,222,2,5,0,Tablet,Germany,Direct,224,111.0,1
session_2164,user_1308,42,1,0,0,Tablet,Australia,Direct,43,42.0,0
session_2165,user_1190,145,1,0,0,Mobile,USA,Google,146,145.0,0
session_2166,user_1949,93,2,2,0,Tablet,France,Google,95,46.5,1
session_2167,user_2815,91,1,0,0,Desktop,Australia,Direct,92,91.0,0
session_2168,user_2132,141,2,0,0,Mobile,UK,Google,143,70.5,0
session_2171,user_2741,217,2,5,0,Desktop,USA,Social Media,219,108.5,1
session_2172,user_1091,236,2,1,0,Tablet,USA,Email,238,118.0,1
session_2173,user_1924,311,2,0,0,Tablet,Canada,Direct,313,155.5,0
session_2174,user_2610,177,3,2,0,Mobile,UK,Social Media,180,59.0,1
session_2175,user_2185,232,3,1,0,Mobile,Germany,Direct,235,77.33333333333333,1
session_2176,user_1496,95,1,0,0,Mobile,UK,Email,96,95.0,0
session_2177,user_2348,157,2,4,0,Desktop,Canada,Google,159,78.5,1
session_2178,user_1318,128,1,0,0,Mobile,USA,Direct,129,128.0,0
session_2179,user_1699,28,1,0,0,Tablet,Germany,Social Media,29,28.0,0
session_218,user_2774,291,2,3,0,Mobile,UK,Email,293,145.5,1
session_2180,user_1770,113,1,0,0,Desktop,India,Direct,114,113.0,0
session_2181,user_2197,226,2,4,0,Mobile,UK,Google,228,113.0,1
session_2182,user_1611,144,2,3,0,Tablet,UK,Direct,146,72.0,1
session_2184,user_2037,172,2,0,0,Mobile,Australia,Google,174,86.0,0
session_2186,user_2217,273,2,0,0,Mobile,UK,Email,275,136.5,0
session_2187,user_1750,384,3,2,0,Tablet,Australia,Social Media,387,128.0,1
session_2188,user_2492,241,2,0,0,Tablet,Canada,Social Media,243,120.5,0
session_2189,user_2311,146,1,0,0,Desktop,France,Direct,147,146.0,0
session_219,user_2987,160,2,1,0,Desktop,Germany,Email,162,80.0,1
session_2191,user_2817,332,2,0,0,Desktop,Australia,Google,334,166.0,0
session_2192,user_2675,460,3,0,0,Tablet,France,Google,463,153.33333333333334,0
session_2193,user_2156,253,2,5,0,Desktop,France,Direct,255,126.5,1
session_2194,user_1045,129,2,4,0,Mobile,Canada,Google,131,64.5,1
session_2195,user_1893,246,2,0,0,Desktop,UK,Direct,248,123.0,0
session_2196,user_2726,213,2,0,0,Mobile,Australia,Google,215,106.5,0
session_2197,user_2915,181,2,0,0,Desktop,Germany,Social Media,183,90.5,0
session_2198,user_2759,277,2,4,0,Mobile,France,Direct,279,138.5,1
session_2199,user_2271,171,1,0,0,Desktop,France,Social Media,172,171.0,0
session_22,user_2046,167,1,0,0,Desktop,UK,Social Media,168,167.0,0
session_220,user_1827,231,2,0,0,Mobile,UK,Social Media,233,115.5,0
session_2200,user_2426,145,2,0,0,Tablet,Australia,Email,147,72.5,0
session_2201,user_1658,124,2,0,0,Mobile,UK,Google,126,62.0,0
session_2202,user_2121,60,1,0,0,Desktop,UK,Google,61,60.0,0
session_2203,user_1041,280,3,3,0,Desktop,France,Direct,283,93.33333333333333,1
session_2205,user_2550,73,2,1,0,Tablet,Australia,Google,75,36.5,1
session_2206,user_1775,181,2,0,0,Tablet,Germany,Email,183,90.5,0
session_2207,user_2363,339,2,0,0,Mobile,USA,Google,341,169.5,0
session_2209,user_1560,50,1,0,0,Tablet,France,Google,51,50.0,0
session_221,user_2130,223,2,2,0,Desktop,Canada,Google,225,111.5,1
session_2210,user_1201,53,1,0,0,Desktop,Germany,Direct,54,53.0,0
session_2211,user_1362,109,2,4,0,Tablet,USA,Email,111,54.5,1
session_2213,user_2978,211,2,2,0,Tablet,UK,Email,213,105.5,1
session_2214,user_2736,179,2,0,0,Mobile,Canada,Google,181,89.5,0
session_2215,user_1928,313,3,0,0,Mobile,Canada,Social Media,316,104.33333333333333,0
session_2218,user_2619,178,1,0,0,Desktop,Australia,Social Media,179,178.0,0
session_222,user_1105,147,1,0,0,Mobile,France,Email,148,147.0,0
session_2220,user_1685,102,2,0,0,Desktop,Germany,Direct,104,51.0,0
session_2221,user_1367,92,2,0,0,Mobile,India,Direct,94,46.0,0
session_2224,user_2332,39,1,0,0,Mobile,Australia,Social Media,40,39.0,0
session_2225,user_1493,270,2,5,0,Tablet,UK,Google,272,135.0,1
session_2226,user_1653,240,2,3,0,Tablet,USA,Email,242,120.0,1
session_2228,user_2312,317,3,1,0,Desktop,UK,Email,320,105.66666666666667,1
session_223,user_2739,131,1,0,0,Desktop,UK,Google,132,131.0,0
session_2230,user_1532,368,3,3,0,Mobile,Australia,Direct,371,122.66666666666667,1
session_2231,user_1967,129,2,2,0,Mobile,France,Google,131,64.5,1
session_2232,user_1260,25,1,0,0,Mobile,USA,Google,26,25.0,0
session_2233,user_1539,83,2,4,0,Mobile,Canada,Email,85,41.5,1
session_2234,user_1274,54,1,0,0,Tablet,UK,Email,55,54.0,0
session_2235,user_2682,220,2,0,0,Tablet,Australia,Google,222,110.0,0
session_2236,user_2585,336,2,5,0,Tablet,Canada,Social Media,338,168.0,1
session_2237,user_2022,121,2,1,0,Desktop,India,Email,123,60.5,1
session_2238,user_1579,185,2,4,0,Tablet,Canada,Google,187,92.5,1
session_2239,user_1425,156,1,0,0,Tablet,UK,Social Media,157,156.0,0
session_224,user_1644,65,1,0,0,Desktop,Australia,Social Media,66,65.0,0
session_2242,user_2683,125,2,3,0,Mobile,France,Direct,127,62.5,1
session_2244,user_2942,100,2,1,0,Tablet,Australia,Direct,102,50.0,1
session_2245,user_1834,157,3,5,0,Tablet,Australia,Google,160,52.333333333333336,1
session_2246,user_2925,176,2,4,0,Desktop,Australia,Google,178,88.0,1
session_2247,user_1301,276,2,4,0,Mobile,India,Social Media,278,138.0,1
session_2249,user_1074,121,1,0,0,Tablet,India,Email,122,121.0,0
session_2250,user_2102,263,2,0,0,Mobile,Canada,Social Media,265,131.5,0
session_2253,user_2774,158,1,0,0,Desktop,USA,Direct,159,158.0,0
session_2254,user_1327,166,2,4,0,Tablet,France,Direct,168,83.0,1
session_2255,user_1058,96,2,4,0,Desktop,Germany,Direct,98,48.0,1
session_2256,user_2949,114,1,0,0,Tablet,USA,Google,115,114.0,0
session_2257,user_2701,196,2,0,0,Desktop,Germany,Email,198,98.0,0
session_2259,user_1941,56,1,0,0,Desktop,France,Direct,57,56.0,0
session_226,user_1715,303,2,3,0,Tablet,India,Social Media,305,151.5,1
session_2260,user_2452,128,2,1,0,Desktop,UK,Google,130,64.0,1
session_2261,user_1630,125,2,3,0,Tablet,France,Direct,127,62.5,1
session_2263,user_2885,65,1,0,0,Tablet,USA,Email,66,65.0,0
session_2264,user_1085,100,2,0,0,Desktop,Canada,Direct,102,50.0,0
session_2265,user_1989,99,1,0,0,Desktop,UK,Email,100,99.0,0
session_2267,user_1055,187,2,4,0,Mobile,France,Direct,189,93.5,1
session_2268,user_1008,320,2,1,0,Mobile,Australia,Email,322,160.0,1
session_227,user_2505,226,2,1,0,Mobile,USA,Direct,228,113.0,1
session_2270,user_1892,251,2,2,0,Tablet,France,Email,253,125.5,1
session_2271,user_1716,177,1,0,0,Mobile,Germany,Social Media,178,177.0,0
session_2273,user_2878,306,2,0,0,Desktop,France,Email,308,153.0,0
session_2276,user_2860,115,2,5,0,Tablet,Germany,Email,117,57.5,1
session_2278,user_2869,247,2,3,0,Tablet,USA,Google,249,123.5,1
session_228,user_1136,186,2,5,0,Desktop,UK,Google,188,93.0,1
session_2280,user_1064,208,2,2,0,Desktop,France,Direct,210,104.0,1
session_2281,user_2821,105,2,0,0,Desktop,Australia,Google,107,52.5,0
session_2282,user_2909,26,1,0,0,Desktop,France,Direct,27,26.0,0
session_2283,user_2288,300,2,3,0,Mobile,India,Direct,302,150.0,1
session_2284,user_1440,409,3,4,0,Mobile,USA,Social Media,412,136.33333333333334,1
session_2285,user_1589,281,2,3,0,Tablet,India,Google,283,140.5,1
session_2287,user_1493,47,1,0,0,Tablet,Australia,Google,48,47.0,0
session_2289,user_1045,124,1,0,0,Tablet,Germany,Email,125,124.0,0
session_229,user_2465,35,1,0,0,Mobile,UK,Social Media,36,35.0,0
session_2290,user_1862,198,2,0,0,Mobile,France,Social Media,200,99.0,0
session_2291,user_2216,115,3,1,0,Desktop,UK,Social Media,118,38.333333333333336,1
session_2293,user_2952,193,2,2,0,Mobile,Canada,Social Media,195,96.5,1
session_2294,user_1211,350,2,4,0,Desktop,UK,Google,352,175.0,1
session_2295,user_2791,118,3,2,0,Tablet,Canada,Email,121,39.333333333333336,1
session_2297,user_1406,312,2,0,0,Desktop,Australia,Social Media,314,156.0,0
session_2298,user_1359,194,2,0,0,Mobile,India,Google,196,97.0,0
session_2299,user_1116,180,1,0,0,Mobile,France,Direct,181,180.0,0
session_2300,user_2165,159,1,0,0,Mobile,UK,Social Media,160,159.0,0
session_2302,user_2512,226,2,0,0,Desktop,UK,Direct,228,113.0,0
session_2303,user_1702,208,2,3,0,Desktop,France,Google,210,104.0,1
session_2305,user_2447,69,2,1,0,Tablet,USA,Email,71,34.5,1
session_2306,user_2389,268,2,5,0,Mobile,USA,Email,270,134.0,1
session_2307,user_2266,45,1,0,0,Mobile,UK,Social Media,46,45.0,0
session_2308,user_1579,166,1,0,0,Tablet,France,Direct,167,166.0,0
session_2309,user_1393,187,2,3,0,Tablet,Germany,Google,189,93.5,1
session_231,user_2894,144,1,0,0,Mobile,Germany,Direct,145,144.0,0
session_2310,user_1627,174,2,4,0,Mobile,Australia,Social Media,176,87.0,1
session_2312,user_2182,162,2,0,0,Desktop,Canada,Email,164,81.0,0
session_2313,user_2945,111,2,0,0,Mobile,Australia,Google,113,55.5,0
session_2315,user_1391,236,3,0,0,Desktop,UK,Email,239,78.66666666666667,0
session_2316,user_1394,185,2,3,0,Tablet,Australia,Direct,187,92.5,1
session_2318,user_2206,253,2,2,0,Desktop,France,Google,255,126.5,1
session_232,user_2096,79,1,0,0,Mobile,Australia,Email,80,79.0,0
session_2321,user_2103,245,2,0,0,Desktop,India,Email,247,122.5,0
session_2323,user_2860,171,2,3,0,Tablet,UK,Google,173,85.5,1
session_2326,user_2756,73,1,0,0,Tablet,France,Direct,74,73.0,0
session_2327,user_1268,433,3,4,0,Desktop,Germany,Email,436,144.33333333333334,1
session_2328,user_1708,105,2,4,0,Mobile,Canada,Social Media,107,52.5,1
session_2329,user_2137,203,2,3,0,Mobile,France,Email,205,101.5,1
session_233,user_2422,161,1,0,0,Desktop,Germany,Google,162,161.0,0
session_2330,user_2285,312,2,1,0,Tablet,Canada,Email,314,156.0,1
session_2331,user_2814,298,2,2,0,Mobile,Canada,Direct,300,149.0,1
session_2332,user_2160,63,1,0,0,Mobile,Australia,Social Media,64,63.0,0
session_2333,user_2655,234,2,5,0,Tablet,USA,Google,236,117.0,1
session_2335,user_2488,226,2,0,0,Mobile,USA,Email,228,113.0,0
session_2336,user_2566,242,2,3,0,Mobile,France,Email,244,121.0,1
session_2338,user_2490,296,2,2,0,Tablet,UK,Social Media,298,148.0,1
session_2339,user_2192,100,3,1,0,Desktop,Canada,Direct,103,33.333333333333336,1
session_234,user_2075,132,1,0,0,Tablet,UK,Direct,133,132.0,0
session_2340,user_1461,279,3,2,0,Tablet,Canada,Google,282,93.0,1
session_2341,user_1592,204,2,2,0,Desktop,USA,Social Media,206,102.0,1
session_2342,user_2110,81,1,0,0,Tablet,Germany,Direct,82,81.0,0
session_2343,user_1591,288,2,2,0,Tablet,Germany,Direct,290,144.0,1
session_2344,user_1012,53,1,0,0,Mobile,USA,Social Media,54,53.0,0
session_2345,user_1133,189,2,5,0,Mobile,Canada,Email,191,94.5,1
session_2346,user_1763,178,2,2,0,Desktop,USA,Social Media,180,89.0,1
session_2347,user_2271,220,2,0,0,Mobile,India,Google,222,110.0,0
session_2349,user_2904,184,2,0,0,Desktop,UK,Email,186,92.0,0
session_235,user_1064,127,2,0,0,Tablet,India,Social Media,129,63.5,0
session_2350,user_1351,126,2,4,0,Mobile,India,Email,128,63.0,1
session_2352,user_1380,195,2,0,0,Tablet,Canada,Direct,197,97.5,0
session_2353,user_2564,102,1,0,0,Mobile,Canada,Email,103,102.0,0
session_2354,user_1950,128,2,0,0,Desktop,France,Email,130,64.0,0
session_2355,user_1288,175,2,0,0,Desktop,France,Direct,177,87.5,0
session_2356,user_2366,94,1,0,0,Desktop,India,Direct,95,94.0,0
session_2357,user_1446,291,2,4,0,Desktop,India,Social Media,293,145.5,1
session_2358,user_1458,141,2,0,0,Tablet,Canada,Social Media,143,70.5,0
session_2359,user_2756,126,2,0,0,Desktop,India,Google,128,63.0,0
session_236,user_1611,186,2,0,0,Mobile,USA,Google,188,93.0,0
session_2360,user_2151,190,2,3,0,Desktop,USA,Email,192,95.0,1
session_2361,user_1022,284,2,2,0,Mobile,Canada,Direct,286,142.0,1
session_2362,user_2948,284,2,3,0,Mobile,Canada,Direct,286,142.0,1
session_2363,user_2534,76,2,0,0,Mobile,UK,Google,78,38.0,0
session_2364,user_2295,74,2,1,0,Tablet,France,Direct,76,37.0,1
session_2366,user_2529,198,3,1,0,Desktop,Australia,Google,201,66.0,1
session_2367,user_1630,249,2,4,0,Tablet,France,Google,251,124.5,1
session_2368,user_2418,15,1,0,0,Mobile,Germany,Google,16,15.0,0
session_2369,user_1645,216,2,5,0,Tablet,USA,Direct,218,108.0,1
session_237,user_2354,237,2,0,0,Tablet,UK,Google,239,118.5,0
session_2370,user_1910,104,2,5,0,Desktop,Germany,Email,106,52.0,1
session_2371,user_2602,259,3,1,0,Tablet,Australia,Email,262,86.33333333333333,1
session_2373,user_2511,153,1,0,0,Desktop,India,Social Media,154,153.0,0
session_2374,user_2151,169,2,1,0,Desktop,Australia,Email,171,84.5,1
session_2376,user_1974,296,2,5,0,Tablet,India,Google,298,148.0,1
session_2377,user_1295,188,2,2,0,Mobile,France,Email,190,94.0,1
session_2378,user_2453,185,2,3,0,Tablet,USA,Social Media,187,92.5,1
session_2379,user_1928,53,1,0,0,Desktop,USA,Social Media,54,53.0,0
session_238,user_1429,421,3,3,0,Tablet,Germany,Social Media,424,140.33333333333334,1
session_2380,user_2888,212,2,0,0,Tablet,Australia,Email,214,106.0,0
session_2383,user_2316,94,1,0,0,Mobile,USA,Direct,95,94.0,0
session_2384,user_1070,164,2,1,0,Desktop,Canada,Email,166,82.0,1
session_2385,user_2997,75,2,0,0,Mobile,UK,Social Media,77,37.5,0
session_2386,user_1157,203,2,0,0,Desktop,France,Google,205,101.5,0
session_2387,user_2794,138,2,1,0,Mobile,Germany,Google,140,69.0,1
session_2389,user_1606,195,3,3,0,Tablet,Canada,Direct,198,65.0,1
session_239,user_1652,53,1,0,0,Mobile,UK,Social Media,54,53.0,0
session_2390,user_2105,55,2,1,0,Tablet,Canada,Email,57,27.5,1
session_2391,user_1798,319,2,2,0,Mobile,Canada,Social Media,321,159.5,1
session_2392,user_2578,158,2,5,0,Mobile,UK,Email,160,79.0,1
session_2393,user_2527,23,1,0,0,Mobile,Australia,Social Media,24,23.0,0
session_2396,user_1224,79,1,0,0,Desktop,India,Social Media,80,79.0,0
session_2397,user_1828,50,1,0,0,Desktop,Germany,Google,51,50.0,0
session_2398,user_1124,243,2,0,0,Tablet,USA,Social Media,245,121.5,0
session_2399,user_2961,276,3,0,0,Mobile,Germany,Google,279,92.0,0
session_24,user_2666,109,2,0,0,Desktop,France,Google,111,54.5,0
session_240,user_1400,140,2,5,0,Mobile,India,Google,142,70.0,1
session_2400,user_1831,175,1,0,0,Desktop,Germany,Direct,176,175.0,0
session_2402,user_2955,212,2,0,0,Tablet,Canada,Social Media,214,106.0,0
session_2403,user_2504,109,1,0,0,Mobile,Germany,Direct,110,109.0,0
session_2404,user_2965,171,2,0,0,Desktop,Canada,Direct,173,85.5,0
session_2405,user_1983,269,2,2,0,Mobile,Germany,Email,271,134.5,1
session_2406,user_1255,196,2,0,0,Mobile,Canada,Email,198,98.0,0
session_2409,user_1820,21,1,0,0,Tablet,Canada,Email,22,21.0,0
session_241,user_2055,174,2,5,0,Tablet,UK,Google,176,87.0,1
session_2411,user_1599,90,2,0,0,Desktop,France,Social Media,92,45.0,0
session_2412,user_2514,116,2,0,0,Desktop,Australia,Direct,118,58.0,0
session_2415,user_2380,149,1,0,0,Tablet,India,Google,150,149.0,0
session_2418,user_2258,172,2,1,0,Mobile,USA,Direct,174,86.0,1
session_2419,user_1133,27,1,0,0,Desktop,USA,Social Media,28,27.0,0
session_2421,user_1618,84,2,2,0,Mobile,India,Social Media,86,42.0,1
session_2422,user_1500,193,2,3,0,Mobile,India,Google,195,96.5,1
session_2423,user_1964,45,2,3,0,Tablet,USA,Google,47,22.5,1
session_2425,user_1289,341,3,3,0,Desktop,UK,Google,344,113.66666666666667,1
session_2426,user_2457,134,1,0,0,Tablet,Australia,Google,135,134.0,0
session_2428,user_2778,349,3,1,0,Mobile,Australia,Social Media,352,116.33333333333333,1
session_2429,user_1478,178,2,0,0,Tablet,USA,Google,180,89.0,0
session_243,user_2150,275,2,2,0,Desktop,Germany,Social Media,277,137.5,1
session_2430,user_1935,188,2,0,0,Tablet,Canada,Direct,190,94.0,0
session_2431,user_1860,206,2,4,0,Desktop,Canada,Email,208,103.0,1
